id,category_id,technical_requirements,soft_skills,domain_knowledge,education_requirement,experience_level,project_experience
3850,21,"equipment, engineering, downtime, continuous improvement, safety, production, quality, work, manufacturing, occupational","communication skills, time, organization, safety, continuous, production",unknown,unknown,unknown,"quality, product, improve, plan, production, improvement"
3853,21,"engineering, continuous improvement, standard, technical, work, lean, manufacturing, robotics","accountability, communication skills, problem solving, continuous, lean, team, analytical",unknown,bachelor,unknown,"plan, lean, project, improvement"
3856,21,"industrial engineering, engineering, technical, quality assurance, supply chain, work, process","analytical thinking, decision making, problem solving, team, process, documentation, communication",unknown,unknown,unknown,"improve, quality, product"
3858,21,"engineering, automation",communication,unknown,unknown,unknown,unknown
3859,21,"preventive maintenance, preventive, process, equipment, automation, engineering, technical, industrial, assembly, robotics, production","time, initiative, responsibility, troubleshooting, production, team, process, documentation",unknown,unknown,mid-level,"plan, production, control, assembly"
3860,21,"industrial engineering, 5s, automation, engineering, material handling, safety, tpm, industrial, process improvement, work, material, process, plant, lean, assembly, production","time, attention, planning, safety, lean, team, process, decision, production, communication",unknown,master,unknown,"5s, lean, product, assembly, simulation, production, improvement"
3863,21,"preventive, engineering, continuous improvement, sap, technical, quality, work, process, manufacturing, production","critical, continuous, team, process, production",unknown,bachelor,unknown,"quality, product, plan, production, improvement"
3864,21,"lean manufacturing, industrial engineering, kaizen, 5s, process optimization, continuous improvement, technical, continuous, industrial, plant, work, process, production","multitask, time, critical thinking, planning, initiative, continuous, lean, team, process, production, documentation, communication",total,unknown,unknown,"5s, lean, improve, report, line, production, improvement"
3865,21,"manufacturing engineer, production engineer, cnc, engineering, technical, industrial, supply chain, work, capacity, process, manufacturing, production","planning, production, team, process, documentation",unknown,bachelor,unknown,"improve, production, project, product"
3867,21,"5s, quality, material, production, industrial engineering, lean manufacturing, production engineer, safety, tpm, kaizen, downtime, work, lean, plant, manufacturing, engineering, technical, oee, process","decision making, initiative, safety, lean, team, process, production",total,bachelor,unknown,"project, 5s, quality, lean, product, production"
3868,21,"industrial engineering, factory, engineering, work, production","organization, production, team, time",unknown,unknown,unknown,"production, improvement"
3871,21,"engineering, work, process","communication skills, planning, critical, responsibility, team, process, multitasking, analytical",unknown,bachelor,unknown,"improvement, project, audit, plan, control"
3872,21,"solidworks, engineering, quality assurance, work, plant, material, manufacturing, autocad, production","communication skills, organization, planning, production, team, documentation, analytical",unknown,unknown,unknown,"project, quality, product, improve, production"
3873,21,"industrial engineering, equipment, manufacturing engineering, engineering, root cause analysis, technical, quality, material, process, production","initiative, production, process",unknown,bachelor,unknown,"report, quality, production, product"
3874,21,"engineering, sap, technical, erp, industrial, assembly, manufacturing","problem, communication skills, time, organization, time management, task",total,unknown,unknown,"product, assembly"
3876,21,"equipment, process optimization, engineering, production efficiency, quality control, standard operating procedures, standard, technical, production line, quality, work, process, material, manufacturing, production","problem, team, process, production, communication",unknown,bachelor,unknown,"quality, product, improve, line, production, control"
3877,21,"engineering, continuous, work, quality, process, autocad, production","time, continuous, team, process, production",unknown,unknown,unknown,"simulation, quality, project, production"
